categories,subcategories,items,description,notes
6,6A,6A205.f.,"Neodymium-doped (other than glass) ""lasers"" with an output wavelength between 1 000 and 1 100 nm having either of the following:",
6,6A,6A205.f.1.,"Pulse-excited and Q-switched with a pulse duration equal to or more than 1 ns, and having either of the following:",
6,6A,6A205.f.1.a.,"A single–transverse mode output with an ""average output power"" greater than 40W; or",
6,6A,6A205.f.1.b.,A multiple-transverse mode output having an average power greater than 50 W; or,
6,6A,6A205.f.2.,"Incorporating frequency doubling to give an output wavelength between 500 and 550 nm with an ""average output power"" of more than 40 W;",
6,6A,6A205.g.,"Pulsed carbon monoxide (CO) ""lasers"", other than those specified in 6A005.d.2., having all of the following:",
6,6A,6A205.g.1.,Operating at wavelengths between 5 000 and 6 000 nm;,
6,6A,6A205.g.2.,A repetition rate greater than 250 Hz;,
6,6A,6A205.g.3.,"An ""average output power"" greater than 200 W; and",
6,6A,6A205.g.4.,Pulse width of less than 200 ns.,
6,6A,6A225,Velocity interferometers for measuring velocities exceeding 1 km/s during time intervals of less than 10 microseconds.,
6,6A,6A225,,"6A225 includes velocity interferometers such as VISARs (Velocity Interferometer Systems for Any Reflector), DLIs (Doppler Laser Interferometers) and PDV (Photonic Doppler Velocimeters) also known as Het-V (Heterodyne Velocimeters)."
6,6A,6A226,"Pressure sensors, as follows:",
6,6A,6A226.a.,"Shock pressure gauges capable of measuring pressures greater than 10 GPa, including gauges made with manganin, ytterbium, and polyvinylidene fluoride (PVDF) / polyvinyl difluoride (PVF2);",
6,6A,6A226.b.,Quartz pressure transducers for pressures greater than 10 GPa.,
6,6B,6B002,"Masks and reticles, specially designed for optical sensors specified in 6A002.a.1.b. or 6A002.a.1.d.",
6,6B,6B004,Optical equipment as follows:,
6,6B,6B004.a.,"Equipment for measuring absolute reflectance to an ""accuracy"" of equal to or better than 0,1% of the reflectance value;",
6,6B,6B004.b.,"Equipment other than optical surface scattering measurement equipment, having an unobscured aperture of more than 10 cm, specially designed for the non-contact optical measurement of a non-planar optical surface figure (profile) to an ""accuracy"" of 2 nm or less (better) against the required profile.",
6,6B,6B004.b.,,6B004 does not control microscopes.
6,6B,6B007,"Equipment to produce, align and calibrate land-based gravity meters with a static ""accuracy"" of better than 0,1 mGal.",
6,6B,6B008,"Pulse radar cross-section measurement systems having transmit pulse widths of 100 ns or less, and specially designed components therefor.",
6,6B,6B008,,SEE ALSO 6B108.
6,6B,6B108,"Systems, other than those specified in 6B008, specially designed for radar cross-section measurement usable for 'missiles' and their subsystems.",
6,6C,6C002,Optical sensor materials as follows:,
6,6C,6C002.a.,"Elemental tellurium (Te) of purity levels of 99,9995% or more;",
6,6C,6C002.a.,,'Mole fraction is defined as the ratio of moles of ZnTe to the sum of moles of CdTe and ZnTe present in the crystal.'
6,6C,6C002.b.1.,"Cadmium zinc telluride (CdZnTe), with zinc content of less than 6% by 'mole fraction';",
6,6C,6C002.b.2.,Cadmium telluride (CdTe) of any purity level; or,
6,6C,6C002.b.2.,,'Mole fraction is defined as the ratio of moles of ZnTe to the sum of moles of CdTe and ZnTe present in the crystal.'
6,6C,6C004,Optical materials as follows:,
6,6C,6C004.a.,"Zinc selenide (ZnSe) and zinc sulphide (ZnS) ""substrate blanks"", produced by the chemical vapour deposition process and having any of the following:",
6,6C,6C004.a.1.,A volume greater than 100 cm3; or,
6,6C,6C004.a.2.,A diameter greater than 80 mm and a thickness of 20 mm or more;,
6,6C,6C004.b.,"Electro-optic materials and non-linear optical materials, as follows:",
6,6C,6C004.b.1.,Potassium titanyl arsenate (KTA) (CAS 59400-80-5);,
6,6C,6C004.b.2.,"Silver gallium selenide (AgGaSe2 , also known as AGSE) (CAS 12002-67-4);",
6,6C,6C004.b.3.,"Thallium arsenic selenide (Tl3AsSe3 , also known as TAS) (CAS 16142-89-5);",
6,6C,6C004.b.4.,"Zinc germanium phosphide (ZnGeP2, also known as ZGP, zinc germanium biphosphide or zinc germanium diphosphide); or",
6,6C,6C004.b.5.,Gallium selenide (GaSe) (CAS 12024-11-2);,
6,6C,6C004.c.,"Non-linear optical materials, other than those specified in 6C004.b., having any of the following:",
6,6C,6C004.c.1.,Having all of the following:,
6,6C,6C004.c.1.a.,"Dynamic (also known as non-stationary) third order non-linear susceptibility (χ(3), chi 3) of 10-6 m2/V2 or more; and",
6,6C,6C004.c.1.b.,Response time of less than 1 ms; or,
6,6C,6C004.c.2.,"Second order non-linear susceptibility (χ(2), chi 2) of 3,3×10-11 m/V or more;",
6,6C,6C004.d.,"""Substrate blanks"" of silicon carbide or beryllium beryllium (Be/Be) deposited materials, exceeding 300 mm in diameter or major axis length;",
6,6C,6C004.e.,"Glass, including fused silica, phosphate glass, fluorophosphate glass, zirconium fluoride (ZrF4) (CAS 7783-64-4) and hafnium fluoride (HfF4) (CAS 13709-52-9) and having all of the following:",
6,6C,6C004.e.1.,A hydroxyl ion (OH-) concentration of less than 5 ppm;,
6,6C,6C004.e.2.,Integrated metallic purity levels of less than 1 ppm; and,
6,6C,6C004.e.3.,High homogeneity (index of refraction variance) less than 5 x 10-6;,
6,6C,6C004.f.,Synthetically produced diamond material with an absorption of less than 10-5 cm-1 for wavelengths exceeding 200 nm but not exceeding 14 000 nm.,
6,6C,6C005,"""Laser"" materials as follows:",
6,6C,6C005.a.,"Synthetic crystalline ""laser"" host material in unfinished form as follows:",
6,6C,6C005.a.1.,Titanium doped sapphire;,
6,6C,6C005.a.2.,Not used.,
6,6C,6C005.a.2.,,"'1.For the purposes of 6C005.b., the core Numerical Aperture (NA) is measured at the emission wavelengths of the fibre.', '2.6C005.b. includes fibres assembled with end caps.'"
6,6C,6C005.b.1.,"Nominal ""laser"" wavelength of 975 nm to 1 150 nm and having all of the following:",
6,6C,6C005.b.1.a.,Average core diameter equal to or greater than 25 μm; and,
6,6C,6C005.b.1.b.,"Core 'Numerical Aperture' ('NA') less than 0,065; or",
6,6C,6C005.b.1.b.,,6C005.b.1. does not control double-clad fibres having an inner glass cladding diameter exceeding 150 μm and not exceeding 300 μm.
6,6C,6C005.b.2.,"Nominal ""laser"" wavelength exceeding 1 530 nm and having all of the following:",
6,6C,6C005.b.2.a.,Average core diameter equal to or greater than 20 μm; and,
6,6C,6C005.b.2.b.,"Core 'Numerical Aperture' ('NA') less than 0,1.",
6,6D,6D001,"""Software"" specially designed for the ""development"" or ""production"" of equipment specified in 6A004, 6A005, 6A008 or 6B008.",
6,6D,6D002,"""Software"" specially designed for the ""use"" of equipment specified in 6A002.b., 6A008 or 6B008.",
6,6D,6D003,"Other ""software"" as follows:",
6,6D,6D003.a.,"""Software"" as follows:",
6,6D,6D003.a.1.,"""Software"" specially designed for acoustic beam forming for the ""real-time processing"" of acoustic data for passive reception using towed hydrophone arrays;",
6,6D,6D003.a.2.,"""Source code"" for the ""real-time processing"" of acoustic data for passive reception using towed hydrophone arrays;",
6,6D,6D003.a.3.,"""Software"" specially designed for acoustic beam forming for ""real-time processing"" of acoustic data for passive reception using bottom or bay cable systems;",
6,6D,6D003.a.4.,"""Source code"" for ""real-time processing"" of acoustic data for passive reception using bottom or bay cable systems;",
6,6D,6D003.a.5.,"""Software"" or ""source code"", specially designed for all of the following:",
6,6D,6D003.a.5.a.,"""Real-time processing"" of acoustic data from sonar systems specified in 6A001.a.1.e.; and",
6,6D,6D003.a.5.b.,"Automatically detecting, classifying and determining the location of divers or swimmers;",
6,6D,6D003.a.5.b.,,"For diver detection ""software"" or ""source code"", specially designed or modified for military use, SEE THE MILITARY GOODS CONTROLS."
6,6D,6D003.b.,Not used;,
6,6D,6D003.c.,"""Software"" designed or modified for cameras incorporating ""focal plane arrays"" specified in 6A002.a.3.f. and designed or modified to remove a frame rate restriction and allow the camera to exceed the frame rate specified in 6A003.b.4. Note 3.a.",
6,6D,6D003.d.,"""Software"" specially designed to maintain the alignment and phasing of segmented mirror systems consisting of mirror segments having a diameter or major axis length equal to or larger than 1 m;",
6,6D,6D003.e.,Not used;,
6,6D,6D003.f.,"""Software"" as follows:",
6,6D,6D003.f.1.,"""Software"" specially designed for magnetic and electric field ""compensation systems"" for magnetic sensors designed to operate on mobile platforms;",
6,6D,6D003.f.2.,"""Software"" specially designed for magnetic and electric field anomaly detection on mobile platforms;",
6,6D,6D003.f.3.,"""Software"" specially designed for ""real-time processing"" of electromagnetic data using underwater electromagnetic receivers specified in 6A006.e.;",
6,6D,6D003.f.4.,"""Source code"" for ""real time processing"" of electromagnetic data using underwater electromagnetic receivers specified in 6A006.e.;",
6,6D,6D003.g.,"""Software"" specially designed to correct motional influences of gravity meters or gravity gradiometers;",
6,6D,6D003.g.,,'Average side lobe level in6D003.h.2.b. is measured over the entire array excluding the angular extent of the main beam and the first two side lobes on either side of the main beam.'
6,6D,6D003.h.1.,"Air Traffic Control (ATC) ""software"" application ""programs"" designed to be hosted on general purpose computers located at Air Traffic Control centres and capable of accepting radar target data from more than four primary radars;",
6,6D,6D003.h.1.,,'Average side lobe level in6D003.h.2.b. is measured over the entire array excluding the angular extent of the main beam and the first two side lobes on either side of the main beam.'
6,6D,6D003.h.2.a.,Specially designed to protect the electronically scanned array antennae specified in 6A008.e.; and,
6,6D,6D003.h.2.a.,,'Average side lobe level in6D003.h.2.b. is measured over the entire array excluding the angular extent of the main beam and the first two side lobes on either side of the main beam.'
6,6D,6D102,"""Software"" specially designed or modified for the ""use"" of goods specified in 6A108.",
6,6D,6D103,"""Software"" which processes post-flight, recorded data, enabling determination of vehicle position throughout its flight path, specially designed or modified for 'missiles'.",
6,6D,6D203,"""Software"" specially designed to enhance or release the performance of cameras or imaging devices to meet the characteristics of 6A203.a. to 6A203.c.",
6,6E,6E001,"""Technology"" according to the General Technology Note for the ""development"" of equipment, materials or ""software"" specified in 6A, 6B, 6C or 6D.",
6,6E,6E002,"""Technology"" according to the General Technology Note for the ""production"" of equipment or materials specified in 6A, 6B or 6C.",
6,6E,6E003,"Other ""technology"" as follows:",
6,6E,6E003,,'Optical thickness is the mathematical product of the index of refraction and the physical thickness of the coating.'
6,6E,6E003,,'Optical thickness is the mathematical product of the index of refraction and the physical thickness of the coating.'
6,6E,6E003,,See also 2E003.f.
6,6E,6E003.a.2.,"""Technology"" for the fabrication of optics using single point diamond turning techniques to produce surface finish ""accuracies"" of better than 10 nm rms on non-planar surfaces exceeding 0,5 m2;",
6,6E,6E003.b.,"""Technology""""required"" for the ""development"", ""production"" or ""use"" of specially designed diagnostic instruments or targets in test facilities for ""SHPL"" testing or testing or evaluation of materials irradiated by ""SHPL"" beams;",
6,6E,6E101,"""Technology"" according to the General Technology Note for the ""use"" of equipment or ""software"" specified in 6A002, 6A007.b. and .c., 6A008, 6A102, 6A107, 6A108, 6B108, 6D102 or 6D103.",
6,6E,6E101,,"6E101 only controls technology for items specified in 6A002, 6A007 and 6A008 if the items were designed for airborne applications and are usable in missiles."
6,6E,6E201,"""Technology"" according to the General Technology Note for the ""use"" of equipment specified in 6A003, 6A005.a.2., 6A005.b.2., 6A005.b.3., 6A005.b.4., 6A005.b.6., 6A005.c.2., 6A005.d.3.c., 6A005.d.4.c., 6A202, 6A203, 6A205, 6A225 or 6A226.",
6,6E,6E201,,6E201 only controls technology for cameras specified in 6A003 if the cameras are also specified by any of the control parameters of 6A203.
6,6E,6E201,,6E201 only controls technology” for lasers in 6A005.b.6. that are neodymium-doped and specified by any of the control parameters of 6A205.f.
6,6E,6E203,"""Technology"", in the form of codes or keys, to enhance or release the performance of cameras or imaging devices to meet the characteristics of 6A203.a. to 6A203.c.",
7,7A,7A001,Accelerometers as follows and specially designed components therefor:,
7,7A,7A001,,SEE ALSO 7A101.
7,7A,7A001,,"For angular or rotational accelerometers, see 7A001.b."
7,7A,7A001.a.,Linear accelerometers having any of the following:,
7,7A,7A001.a.1.,Specified to function at linear acceleration levels less than or equal to 15 g and having any of the following:,
7,7A,7A001.a.1.a.,"A ""bias""""stability"" of less (better) than 130 micro g with respect to a fixed calibration value over a period of one year; or",
7,7A,7A001.a.1.b.,"A ""scale factor""""stability"" of less (better) than 130 ppm with respect to a fixed calibration value over a period of one year;",
7,7A,7A001.a.2.,Specified to function at linear acceleration levels exceeding 15 g but less than or equal to 100 g and having all of the following:,
7,7A,7A001.a.2.a.,"A ""bias""""repeatability"" of less (better) than 1 250 micro g over a period of one year; and",
7,7A,7A001.a.2.b.,"A ""scale factor""""repeatability"" of less (better) than 1 250 ppm over a period of one year; or",
7,7A,7A001.a.3.,Designed for use in inertial navigation or guidance systems and specified to function at linear acceleration levels exceeding 100 g;,
7,7A,7A001.a.3.,,7A001.a.1. and 7A001.a.2. do not control accelerometers limited to measurement of only vibration or shock.
7,7A,7A001.b.,"Angular or rotational accelerometers, specified to function at linear acceleration levels exceeding 100 g.",
7,7A,7A002,"Gyros or angular rate sensors, having any of the following and specially designed components therefor:",
7,7A,7A002,,SEE ALSO 7A102.
7,7A,7A002,,"For angular or rotational accelerometers, see 7A001.b."
7,7A,7A002.a.,Specified to function at linear acceleration levels less than or equal to 100 g and having any of the following:,
7,7A,7A002.a.1.,An angular rate range of less than 500 degrees per second and having any of the following:,
7,7A,7A002.a.1.a.,"A ""bias""""stability"" of less (better) than 0,5 degree per hour, when measured in a 1 g environment over a period of one month, and with respect to a fixed calibration value; or",
7,7A,7A002.a.1.b.,"An ""angle random walk"" of less (better) than or equal to 0,0035 degree per square root hour; or",
7,7A,7A002.a.1.b.,,"7A002.a.1.b. does not control ""spinning mass gyros""."
7,7A,7A002.a.2.,An angular rate range greater than or equal to 500 degrees per second and having any of the following:,
7,7A,7A002.a.2.a.,"A ""bias""""stability"" of less (better) than 4 degrees per hour, when measured in a 1 g environment over a period of three minutes, and with respect to a fixed calibration value; or",
7,7A,7A002.a.2.b.,"An ""angle random walk"" of less (better) than or equal to 0,1 degree per square root hour; or",
7,7A,7A002.a.2.b.,,"7A002.a.2.b. does not control ""spinning mass gyros""."
7,7A,7A002.b.,Specified to function at linear acceleration levels exceeding 100 g.,
7,7A,7A003,"'Inertial measurement equipment or systems', having any of the following:",
7,7A,7A003,,SEE ALSO 7A103.
7,7A,7A003,,"'Inertial measurement equipment or systems' incorporate accelerometers or gyroscopes to measure changes in velocity and orientation in order to determine or maintain heading or position without requiring an external reference once aligned. 'Inertial measurement equipment or systems' include:







—



Attitude and Heading Reference Systems (AHRSs)






Gyrocompasses


Inertial Measurement Units (IMUs)


Inertial Navigation Systems (INSs)


Inertial Reference Systems (IRSs)


Inertial Reference Units (IRUs)."
7,7A,7A003.Note 1:—,Attitude and Heading Reference Systems (AHRSs);,
7,7A,7A003.Note 1:—,,"7A003 does not control 'inertial measurement equipment or systems' which are certified for use on civil aircraft by civil
aviation authorities of one or more EU Member States or Wassenaar Arrangement Participating States."
7,7A,7A003.a.,"""Satellite navigation system"";",
7,7A,7A003.b.,"""Data-Based Referenced Navigation"" (""DBRN"").",
7,7A,7A003.b.,,"'The performance parameters in7A003.a.1., 7A003.a.2. and7A003.a.3. typically apply to inertial measurement equipment or systems designed for aircraft, vehicles and vessels, respectively. These parameters result from the utilisation of specialised non-positional aiding references (e.g., altimeter, odometer, velocity log). As a consequence, the specified performance values cannot be readily converted between these parameters. Equipment designed for multiple platforms are evaluated against each applicable entry 7A003.a.1., 7A003.a.2., or 7A003.a.3.'"
7,7A,7A003.a.1.,"0,8 nautical miles per hour (nm/hr) ""Circular Error Probable"" (""CEP"") rate or less (better);",
7,7A,7A003.a.2.,"0,5 % distanced travelled ""CEP"" or less (better); or",
7,7A,7A003.a.3.,"Total drift of 1 nautical mile ""CEP"" or less (better) in a 24 hr period;",
7,7A,7A003.a.3.,,"'7A003.b. refers to systems in which inertial measurement equipment or systems and other independent positional aiding references are built into a single unit (i.e., embedded) in order to achieve improved performance.'"
7,7A,7A003.c.,"Designed for ""aircraft"", land vehicles or vessels, providing heading or True North determination and having any of the following:",
7,7A,7A003.c.1.,"A maximum operating angular rate less (lower) than 500 deg/s and a heading ""accuracy"" without the use of 'positional aiding references' equal to or less (better) than 0,07 deg sec(Lat) (equivalent to 6 arc minutes rms at 45 degrees latitude); or",
7,7A,7A003.c.2.,"A maximum operating angular rate equal to or greater (higher) than 500 deg/s and a heading ""accuracy"" without the use of 'positional aiding references' equal to or less (better) than 0,2 deg sec(Lat) (equivalent to 17 arc minutes rms at 45 degrees latitude); or",
7,7A,7A003.d.,"Providing acceleration measurements or angular rate measurements, in more than one dimension, and having any of the following:",
7,7A,7A003.d.1.,"Performance specified in 7A001 or 7A002 along any axis, without the use of any aiding references; or",
7,7A,7A003.d.2.,"Being ""space-qualified"" and providing angular rate measurements having an ""angle random walk"" along any axis of less (better) than or equal to 0,1 degree per square root hour.",
7,7A,7A003.d.2.,,"7A003.d.2. does not control 'inertial measurement equipment or systems' that contain ""spinning mass gyros"" as the only type of gyro."
7,7A,7A004,"'Star trackers' and components therefor, as follows:",
7,7A,7A004,,SEE ALSO 7A104.
7,7A,7A004.a.,"'Star trackers' with a specified azimuth ""accuracy"" of equal to or less (better) than 20 seconds of arc throughout the specified lifetime of the equipment;",
7,7A,7A004.b.,Components specially designed for equipment specified in 7A004.a. as follows:,
7,7A,7A004.b.1.,Optical heads or baffles;,
7,7A,7A004.b.1.2.,Data processing units.,
7,7A,7A005,"""Satellite navigation system"" receiving equipment having any of the following and specially designed components therefor:",
7,7A,7A005,,SEE ALSO 7A105.
7,7A,7A005,,"For equipment specially designed for military use, SEE MILITARY GOODS CONTROLS."
7,7A,7A005.a.,Employing a decryption algorithm specially designed or modified for government use to access the ranging code for position and time; or,
7,7A,7A005.a.,,'For the purposes of 7A005.b. adaptive antenna systems dynamically generate one or more spatial nulls in an antenna array pattern by signal processing in the time domain or frequency domain.'
7,7A,7A005.a.,,"7A005.b. does not control ""satellite navigation system"" receiving equipment that only uses components designed to filter, switch, or combine signals from multiple omni-directional antennae that do not implement adaptive antenna techniques."
7,7A,7A006,"Airborne altimeters operating at frequencies other than 4,2 to 4,4 GHz inclusive and having any of the following:",
7,7A,7A006,,SEE ALSO 7A106.
7,7A,7A006.a.,'Power management'; or,
7,7A,7A006.a.,,'Power management is changing the transmitted power of the altimeter signal so that received power at the aircraft altitude is always at the minimum necessary to determine the altitude.'
7,7A,7A008,"Underwater sonar navigation systems using doppler velocity or correlation velocity logs integrated with a heading source and having a positioning ""accuracy"" of equal to or less (better) than 3% of distance travelled ""Circular Error Probable"" (""CEP"") and specially designed components therefor.",
7,7A,7A008,,7A008 does not control systems specially designed for installation on surface vessels or systems requiring acoustic beacons or buoys to provide positioning data.
7,7A,7A008,,"See 6A001.a. for acoustic systems, and 6A001.b. for correlation-velocity and Doppler-velocity sonar log equipment.


See 8A002 for other marine systems."
7,7A,7A101,"Linear accelerometers, other than those specified in 7A001, designed for use in inertial navigation systems or in guidance systems of all types, usable in 'missiles', having all of the following characteristics, and specially designed components therefor:",
7,7A,7A101.a.,"A ""bias""""repeatability"" of less (better) than 1 250 micro g; and",
7,7A,7A101.b.,"A ""scale factor""""repeatability"" of less (better) than 1 250 ppm;",
7,7A,7A101.b.,,7A101 does not control accelerometers specially designed and developed as Measurement While Drilling (MWD) Sensors for use in downhole well service operations.
7,7A,7A102,"All types of gyros, other than those specified in 7A002, usable in 'missiles', with a rated ""drift rate"" 'stability' of less than 0,5° (1 sigma or rms) per hour in a 1 g environment and specially designed components therefor.",
7,7A,7A103,"Instrumentation, navigation equipment and systems, other than those specified in 7A003, as follows; and specially designed components therefor:",
7,7A,7A103,,"'Inertial measurement equipment or systems specified in7A103.a. incorporate accelerometers or gyros to measure changes in velocity and orientation in order to determine or maintain heading or position without requiring an external reference once aligned.', 'Note:Inertial measurement equipment or systems in7A103.a. include:—Attitude and Heading Reference Systems (AHRSs);—Gyrocompasses;—Inertial Measurement Units (IMUs);—Inertial Navigation Systems (INSs);—Inertial Reference Systems (IRSs);—Inertial Reference Units (IRUs).'"
7,7A,7A103.a.1.,"Accelerometers specified in 7A001.a.3., 7A001.b. or 7A101 or gyros specified in 7A002 or 7A102; or",
7,7A,7A103.a.1.,,7A103.a.1. does not control equipment containing accelerometers specified in 7A001.a.3. that are designed to measure vibration or shock.
7,7A,7A103.a.2.,"Accelerometers specified in 7A001.a.1. or 7A001.a.2., designed for use in inertial navigation systems or in guidance systems of all types, and usable in 'missiles';",
7,7A,7A103.a.2.,,7A103.a.2. does not control equipment containing accelerometers specified in 7A001.a.1. or 7A001.a.2. where such accelerometers are specially designed and developed as MWD (Measurement While Drilling) sensors for use in down-hole well services operations
7,7A,7A103.a.2.,,—
7,7A,7A103.a.Note:—,Attitude and Heading Reference Systems (AHRSs);,
7,7A,7A103.a.Note:—,Gyrocompasses;,
7,7A,7A103.a.Note:—,Inertial Measurement Units (IMUs);,
7,7A,7A103.a.Note:—,Inertial Navigation Systems (INSs);,
7,7A,7A103.a.Note:—,Inertial Reference Systems (IRSs);,
7,7A,7A103.a.Note:—,Inertial Reference Units (IRUs).,
7,7A,7A103.b.,"Integrated flight instrument systems which include gyrostabilisers or automatic pilots, designed or modified for use in 'missiles';",
7,7A,7A103.b.,,"'1.An integrated navigation system typically incorporates the following components:a.An inertial measurement device (e.g., an attitude and heading reference system, inertial reference unit, or inertial navigation system);b.One or more external sensors used to update the position and/or velocity, either periodically or continuously throughout the flight (e.g., satellite navigation receiver, radar altimeter, and/or Doppler radar);andc.Integration hardware and software;', '2.In 7A103.c. CEP (Circular Error Probable or Circle of Equal Probability) is a measure of accuracy, defined as the radius of the circle inside of which there is a50% probability of being located.'"
7,7A,7A103.c.1.a.,"An inertial measurement device (e.g., an attitude and heading reference system, inertial reference unit, or inertial navigation system);",
7,7A,7A103.c.1.b.,"One or more external sensors used to update the position and/or velocity, either periodically or continuously throughout the flight (e.g., satellite navigation receiver, radar altimeter, and/or Doppler radar);

and",
7,7A,7A103.c.1.c.,Integration hardware and software;,
7,7A,7A103.d.,"Three axis magnetic heading sensors, designed or modified to be integrated with flight control and navigation systems, other than those specified in 6A006, having all of the following characteristics, and specially designed components therefor:",
7,7A,7A103.d.1.,Internal tilt compensation in pitch (± 90 degrees) and roll (± 180 degrees) axes; and,
7,7A,7A103.d.2.,"Azimuthal accuracy better (less) than 0,5 degrees rms at latitude of ± 80 degrees, reference to local magnetic field.",
7,7A,7A103.d.2.,,"Flight control and navigation systems in 7A103.d. include gyrostabilisers, automatic pilots and inertial navigation systems."
7,7A,7A104,"Gyro-astro compasses and other devices, other than those specified in 7A004, which derive position or orientation by means of automatically tracking celestial bodies or satellites and specially designed components therefor.",
7,7A,7A105,"Receiving equipment for 'navigation satellite systems', other than those specified in 7A005, having any of the following characteristics, and specially designed components therefor:",
7,7A,7A105.a.,"Designed or modified for use in space launch vehicles specified in 9A004, sounding rockets specified in 9A104 or unmanned aerial vehicles specified in 9A012 or 9A112.a.; or",
7,7A,7A105.b.,Designed or modified for airborne applications and having any of the following:,
7,7A,7A105.b.1.,Capable of providing navigation information at speeds in excess of 600 m/s;,
7,7A,7A105.b.2.,"Employing decryption, designed or modified for military or governmental services, to gain access to a 'navigation satellite system' secured signal/data; or",
7,7A,7A105.b.3.,"Being specially designed to employ anti-jam features (e.g., null steering antenna or electronically steerable antenna) to function in an environment of active or passive countermeasures.",
7,7A,7A105.b.3.,,"7A105.b.2. and 7A105.b.3. do not control equipment designed for commercial, civil or 'Safety of Life' (e.g., data integrity, flight safety) 'navigation satellite system' services."
7,7A,7A106,"Altimeters, other than those specified in 7A006, of radar or laser radar type, designed or modified for use in space launch vehicles specified in 9A004 or sounding rockets specified in 9A104.",
7,7A,7A115,"Passive sensors for determining bearing to specific electromagnetic source (direction finding equipment) or terrain characteristics, designed or modified for use in space launch vehicles specified in 9A004 or sounding rockets specified in 9A104.",
7,7A,7A115,,"Equipment specified in 7A105, 7A106, and 7A115 includes the following:







a.



Terrain contour mapping equipment











b.



Scene mapping and correlation (both digital and analogue) equipment











c.



Doppler navigation radar equipment











d.



Passive interferometer equipment











e.



Imaging sensor equipment (both active and passive)."
7,7A,7A115.Note:a.,Terrain contour mapping equipment;,
7,7A,7A115.Note:b.,Scene mapping and correlation (both digital and analogue) equipment;,
7,7A,7A115.Note:c.,Doppler navigation radar equipment;,
7,7A,7A115.Note:d.,Passive interferometer equipment;,
7,7A,7A115.Note:e.,Imaging sensor equipment (both active and passive).,
7,7A,7A116,"Flight control systems and servo valves, as follows; designed or modified for use in space launch vehicles specified in 9A004, sounding rockets specified in 9A104 or ""missiles"".",
7,7A,7A116.a.,"Pneumatic, hydraulic, mechanical, electro-optical, or electro-mechanical flight control systems (including fly-by-wire and fly-by-light systems);",
7,7A,7A116.b.,Attitude control equipment;,
7,7A,7A116.c.,"Flight control servo valves designed or modified for the systems specified in 7A116.a. or 7A116.b., and designed or modified to operate in a vibration environment greater than 10 g rms between 20 Hz and 2 kHz.",
7,7A,7A116.c.,,"For conversion of manned aircraft to operate as missiles, 7A116 includes the systems, equipment and valves designed or modiﬁed to enable operation of manned aircraft as unmanned aerial vehicles."
7,7A,7A117,"""Guidance sets"", usable in ""missiles"" capable of achieving system accuracy of 3,33% or less of the range (e.g., a 'CEP' of 10 km or less at a range of 300 km).",
7,7B,7B001,"Test, calibration or alignment equipment, specially designed for equipment specified in 7A.",
7,7B,7B001,,"7B001 does not control test, calibration or alignment equipment for 'Maintenance Level I' or 'Maintenance Level II'."
7,7B,7B001.1.,'Maintenance Level I',
7,7B,7B001.2.,'Maintenance Level II',
7,7B,7B002,"Equipment specially designed to characterize mirrors for ring ""laser"" gyros, as follows:",
7,7B,7B002,,"SEE ALSO 7B102.







a.


Scatterometers having a measurement accuracy of 10 ppm or less (better)










b.


Profilometers having a measurement accuracy of 0,5 nm (5 angstrom) or less (better)."
7,7B,7B002.N.B.a.,"Scatterometers having a measurement ""accuracy"" of 10 ppm or less (better);",
7,7B,7B002.N.B.b.,"Profilometers having a measurement ""accuracy"" of 0,5 nm (5 angstrom) or less (better).",
7,7B,7B003,"Equipment specially designed for the ""production"" of equipment specified in 7A.",
7,7B,7B003,,"7B003 includes:







—



Gyro tuning test stations






Gyro dynamic balance stations


Gyro run-in/motor test stations


Gyro evacuation and fill stations


Centrifuge fixtures for gyro bearings


Accelerometer axis align stations


Fibre optic gyro coil winding machines."
7,7B,7B003.Note:—,Gyro tuning test stations;,
7,7B,7B102,"Reflectometers specially designed to characterise mirrors, for ""laser"" gyros, having a measurement accuracy of 50 ppm or less (better).",
7,7B,7B103,"""Production facilities"" and ""production equipment"" as follows:",
7,7B,7B103.a.,"""Production facilities"" specially designed for equipment specified in 7A117;",
7,7B,7B103.b.,"""Production equipment"", and other test, calibration and alignment equipment, other than that specified in 7B001 to 7B003, designed or modified to be used with equipment specified in 7A.",
7,7D,7D001,"""Software"" specially designed or modified for the ""development"" or ""production"" of equipment specified in 7A or 7B.",
7,7D,7D002,"""Source code"" for the operation or maintenance of any inertial navigation equipment, including inertial equipment not specified in 7A003 or 7A004, or Attitude and Heading Reference Systems ('AHRS').",
7,7D,7D002,,7D002 does not control source code for the use of gimballed 'AHRS'.
7,7D,7D003,"Other ""software"" as follows:",
7,7D,7D003.a.,"""Software"" specially designed or modified to improve the operational performance or reduce the navigational error of systems to the levels specified in 7A003, 7A004 or 7A008;",
7,7D,7D003.b.,"""Source code"" for hybrid integrated systems which improves the operational performance or reduces the navigational error of systems to the level specified in 7A003 or 7A008 by continuously combining heading data with any of the following:",
7,7D,7D003.b.1.,Doppler radar or sonar velocity data;,
7,7D,7D003.b.2.,"""Satellite navigation system"" reference data; or",
7,7D,7D003.b.3.,"Data from ""Data-Based Referenced Navigation"" (""DBRN"") systems;",
7,7D,7D003.c.,Not used;,
7,7D,7D003.d.,Not used;,
